id,muni_nombre,sede_nombre,direccion,email,naju_nombre,grse_nombre,serv_nombre,latitude,longitude
68,BARRANQUILLA,ORGANIZACIÓN CLINICA GENERAL DEL NORTE S.A,CARRERA 48 # 70-38,cgeneral@clinicageneraldelnorte.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,ENDOSCOPIA DIGESTIVA,10.9948696,-74.8029265
69,BARRANQUILLA,ORGANIZACIÓN CLINICA GENERAL DEL NORTE S.A,CARRERA 48 # 70-38,cgeneral@clinicageneraldelnorte.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,NEUMOLOGÍA - FIBROBRONCOSCOPIA,10.9948696,-74.8029265
70,BARRANQUILLA,ORGANIZACIÓN CLINICA GENERAL DEL NORTE S.A,CARRERA 48 # 70-38,cgeneral@clinicageneraldelnorte.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,HEMODINAMÍA,10.9948696,-74.8029265
71,BARRANQUILLA,ORGANIZACIÓN CLINICA GENERAL DEL NORTE S.A,CARRERA 48 # 70-38,cgeneral@clinicageneraldelnorte.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,LABORATORIO CLÍNICO,10.9948696,-74.8029265
72,BARRANQUILLA,ORGANIZACIÓN CLINICA GENERAL DEL NORTE S.A,CARRERA 48 # 70-38,cgeneral@clinicageneraldelnorte.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,UROLOGÍA - LITOTRIPSIA UROLÓGICA,10.9948696,-74.8029265
73,BARRANQUILLA,ORGANIZACIÓN CLINICA GENERAL DEL NORTE S.A,CARRERA 48 # 70-38,cgeneral@clinicageneraldelnorte.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,QUIMIOTERAPIA,10.9948696,-74.8029265
74,BARRANQUILLA,ORGANIZACIÓN CLINICA GENERAL DEL NORTE S.A,CARRERA 48 # 70-38,cgeneral@clinicageneraldelnorte.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,RADIOLOGÍA E IMÁGENES DIAGNOSTICAS,10.9948696,-74.8029265
75,BARRANQUILLA,ORGANIZACIÓN CLINICA GENERAL DEL NORTE S.A,CARRERA 48 # 70-38,cgeneral@clinicageneraldelnorte.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,RADIOTERAPIA,10.9948696,-74.8029265
76,BARRANQUILLA,ORGANIZACIÓN CLINICA GENERAL DEL NORTE S.A,CARRERA 48 # 70-38,cgeneral@clinicageneraldelnorte.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,TOMA DE MUESTRAS DE LABORATORIO CLÍNICO,10.9948696,-74.8029265
77,BARRANQUILLA,ORGANIZACIÓN CLINICA GENERAL DEL NORTE S.A,CARRERA 48 # 70-38,cgeneral@clinicageneraldelnorte.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,TRANSFUSIÓN SANGUÍNEA,10.9948696,-74.8029265
78,BARRANQUILLA,ORGANIZACIÓN CLINICA GENERAL DEL NORTE S.A,CARRERA 48 # 70-38,cgeneral@clinicageneraldelnorte.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,SERVICIO FARMACÉUTICO,10.9948696,-74.8029265
79,BARRANQUILLA,ORGANIZACIÓN CLINICA GENERAL DEL NORTE S.A,CARRERA 48 # 70-38,cgeneral@clinicageneraldelnorte.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,LABORATORIO DE PATOLOGÍA,10.9948696,-74.8029265
80,BARRANQUILLA,ORGANIZACIÓN CLINICA GENERAL DEL NORTE S.A,CARRERA 48 # 70-38,cgeneral@clinicageneraldelnorte.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,ULTRASONIDO,10.9948696,-74.8029265
81,BARRANQUILLA,ORGANIZACIÓN CLINICA GENERAL DEL NORTE S.A,CARRERA 48 # 70-38,cgeneral@clinicageneraldelnorte.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,ELECTRODIAGNÓSTICO,10.9948696,-74.8029265
82,BARRANQUILLA,ORGANIZACIÓN CLINICA GENERAL DEL NORTE S.A,CARRERA 48 # 70-38,cgeneral@clinicageneraldelnorte.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,TERAPIA RESPIRATORIA,10.9948696,-74.8029265
83,BARRANQUILLA,ORGANIZACIÓN CLINICA GENERAL DEL NORTE S.A,CARRERA 48 # 70-38,cgeneral@clinicageneraldelnorte.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,NEUMOLOGÍA LABORATORIO FUNCIÓN PULMONAR,10.9948696,-74.8029265
84,BARRANQUILLA,ORGANIZACIÓN CLINICA GENERAL DEL NORTE S.A,CARRERA 48 # 70-38,cgeneral@clinicageneraldelnorte.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,LABORATORIO DE HISTOTECNOLOGÍA,10.9948696,-74.8029265
85,BARRANQUILLA,ORGANIZACIÓN CLINICA GENERAL DEL NORTE S.A,CARRERA 48 # 70-38,cgeneral@clinicageneraldelnorte.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,ECOCARDIOGRAFÍA,10.9948696,-74.8029265
86,BARRANQUILLA,ORGANIZACIÓN CLINICA GENERAL DEL NORTE S.A,CARRERA 48 # 70-38,cgeneral@clinicageneraldelnorte.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,HEMODIÁLISIS,10.9948696,-74.8029265
87,BARRANQUILLA,ORGANIZACIÓN CLINICA GENERAL DEL NORTE S.A,CARRERA 48 # 70-38,cgeneral@clinicageneraldelnorte.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,DIÁLISIS PERITONEAL,10.9948696,-74.8029265
88,BARRANQUILLA,ORGANIZACIÓN CLINICA GENERAL DEL NORTE S.A,CARRERA 48 # 70-38,cgeneral@clinicageneraldelnorte.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,ELECTROFISIOLOGÍA MARCAPASOS Y ARRITMIAS CARDÍACAS,10.9948696,-74.8029265
89,BARRANQUILLA,ORGANIZACIÓN CLINICA GENERAL DEL NORTE S.A,CARRERA 48 # 70-38,cgeneral@clinicageneraldelnorte.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,FISIOTERAPIA,10.9948696,-74.8029265
90,BARRANQUILLA,ORGANIZACIÓN CLINICA GENERAL DEL NORTE S.A,CARRERA 48 # 70-38,cgeneral@clinicageneraldelnorte.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,TAMIZACIÓN DE CÁNCER DE CUELLO UTERINO,10.9948696,-74.8029265
91,BARRANQUILLA,ORGANIZACIÓN CLINICA GENERAL DEL NORTE SEDE CORDIALIDAD,CALLE 47 No.18-46,cgeneral@clinicageneraldelnorte.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,TOMA DE MUESTRAS DE LABORATORIO CLÍNICO,10.9606837,-74.7993718
92,BARRANQUILLA,ORGANIZACIÓN CLINICA GENERAL DEL NORTE SEDE CORDIALIDAD,CALLE 47 No.18-46,cgeneral@clinicageneraldelnorte.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,SERVICIO FARMACÉUTICO,10.9606837,-74.7993718
93,BARRANQUILLA,ORGANIZACIÓN CLINICA GENERAL DEL NORTE SEDE CORDIALIDAD,CALLE 47 No.18-46,cgeneral@clinicageneraldelnorte.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,TOMA E INTERPRETACIÓN DE RADIOGRAFÍAS ODONTOLÓGICAS,10.9606837,-74.7993718
94,BARRANQUILLA,ORGANIZACIÓN CLINICA GENERAL DEL NORTE SEDE CORDIALIDAD,CALLE 47 No.18-46,cgeneral@clinicageneraldelnorte.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,ELECTRODIAGNÓSTICO,10.9606837,-74.7993718
95,BARRANQUILLA,ORGANIZACIÓN CLINICA GENERAL DEL NORTE SEDE CORDIALIDAD,CALLE 47 No.18-46,cgeneral@clinicageneraldelnorte.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,TERAPIA RESPIRATORIA,10.9606837,-74.7993718
96,BARRANQUILLA,ORGANIZACIÓN CLINICA GENERAL DEL NORTE SEDE CORDIALIDAD,CALLE 47 No.18-46,cgeneral@clinicageneraldelnorte.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,FISIOTERAPIA,10.9606837,-74.7993718
97,BARRANQUILLA,ORGANIZACIÓN CLINICA GENERAL DEL NORTE SEDE CORDIALIDAD,CALLE 47 No.18-46,cgeneral@clinicageneraldelnorte.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,TAMIZACIÓN DE CÁNCER DE CUELLO UTERINO,10.9606837,-74.7993718
98,BARRANQUILLA,UNIDAD DE ATENCION CONSULTA EXTERNA,CARRERA 48 Numero 70-139,cgeneral@clinicageneraldelnorte.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,RADIOLOGÍA E IMÁGENES DIAGNOSTICAS,10.9957713,-74.8053027
99,BARRANQUILLA,UNIDAD DE ATENCION CONSULTA EXTERNA,CARRERA 48 Numero 70-139,cgeneral@clinicageneraldelnorte.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,MEDICINA NUCLEAR,10.9957713,-74.8053027
100,BARRANQUILLA,UNIDAD DE ATENCION CONSULTA EXTERNA,CARRERA 48 Numero 70-139,cgeneral@clinicageneraldelnorte.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,LABORATORIO CITOLOGÍAS CERVICO-UTERINAS,10.9957713,-74.8053027
101,BARRANQUILLA,UNIDAD DE ATENCION CONSULTA EXTERNA,CARRERA 48 Numero 70-139,cgeneral@clinicageneraldelnorte.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,ULTRASONIDO,10.9957713,-74.8053027
102,BARRANQUILLA,UNIDAD DE ATENCION CONSULTA EXTERNA,CARRERA 48 Numero 70-139,cgeneral@clinicageneraldelnorte.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,TERAPIA OCUPACIONAL,10.9957713,-74.8053027
103,BARRANQUILLA,UNIDAD DE ATENCION CONSULTA EXTERNA,CARRERA 48 Numero 70-139,cgeneral@clinicageneraldelnorte.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,TERAPIA RESPIRATORIA,10.9957713,-74.8053027
104,BARRANQUILLA,UNIDAD DE ATENCION CONSULTA EXTERNA,CARRERA 48 Numero 70-139,cgeneral@clinicageneraldelnorte.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,NEUMOLOGÍA LABORATORIO FUNCIÓN PULMONAR,10.9957713,-74.8053027
105,BARRANQUILLA,UNIDAD DE ATENCION CONSULTA EXTERNA,CARRERA 48 Numero 70-139,cgeneral@clinicageneraldelnorte.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,TERAPIA ALTERNATIVA BIOENERGÉTICA,10.9957713,-74.8053027
106,BARRANQUILLA,UNIDAD DE ATENCION CONSULTA EXTERNA,CARRERA 48 Numero 70-139,cgeneral@clinicageneraldelnorte.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,TERAPIA ALTERNATIVA CON FILTROS,10.9957713,-74.8053027
107,BARRANQUILLA,UNIDAD DE ATENCION CONSULTA EXTERNA,CARRERA 48 Numero 70-139,cgeneral@clinicageneraldelnorte.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,TERAPIA ALTERNATIVA MANUAL,10.9957713,-74.8053027
108,BARRANQUILLA,UNIDAD DE ATENCION CONSULTA EXTERNA,CARRERA 48 Numero 70-139,cgeneral@clinicageneraldelnorte.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,ELECTROFISIOLOGÍA MARCAPASOS Y ARRITMIAS CARDÍACAS,10.9957713,-74.8053027
109,BARRANQUILLA,UNIDAD DE ATENCION CONSULTA EXTERNA,CARRERA 48 Numero 70-139,cgeneral@clinicageneraldelnorte.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,FISIOTERAPIA,10.9957713,-74.8053027
110,BARRANQUILLA,UNIDAD DE ATENCION CONSULTA EXTERNA,CARRERA 48 Numero 70-139,cgeneral@clinicageneraldelnorte.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,FONOAUDIOLOGÍA Y/O TERAPIA DEL LENGUAJE,10.9957713,-74.8053027
